address,areacode,contentid,contenttypeid,firstimage,mapx,mapy,title
"제주특별자치도 서귀포시 대정읍 영락하동로 9-6","39","2779522","12","http://tong.visitkorea.or.kr/cms/resource/27/3551727_image2_1.jpg","126.2099419548","33.2564245360","고산일과해안도로"
"제주특별자치도 서귀포시 남원읍 생기악로 53-38","39","2806043","12","","126.6362150996","33.3003486310","동백포레스트"
"제주특별자치도 서귀포시 대정읍 마라로101번길 46","39","126450","12","http://tong.visitkorea.or.kr/cms/resource/83/3516583_image2_1.jpg","126.2671011468","33.1186461893","마라도"
"제주특별자치도 제주시 고하상로 326","39","2847726","12","http://tong.visitkorea.or.kr/cms/resource/12/2847712_image2_1.JPG","126.3584888528","33.4394649613","상가리야자숲"
"제주특별자치도 제주시 신산로 92-12","39","2414812","12","http://tong.visitkorea.or.kr/cms/resource/34/3554934_image2_1.jpg","126.5337915690","33.5052799020","신산공원"
"제주특별자치도 제주시 한림읍 금능리","39","2946074","12","http://tong.visitkorea.or.kr/cms/resource/86/2947286_image2_1.jpg","126.2351090186","33.3902295795","금능포구"
"제주특별자치도 제주시 조천읍 북촌리 393","39","2858656","12","http://tong.visitkorea.or.kr/cms/resource/15/3095515_image2_1.jpg","126.7000343788","33.5524884484","창꼼"
"제주특별자치도 제주시 한경면 판포리 2877-3","39","2785869","12","http://tong.visitkorea.or.kr/cms/resource/61/3352661_image2_1.jpg","126.1996321009","33.3654401002","판포포구"
"제주특별자치도 서귀포시 원님로399번길 31-7","39","2977041","12","http://tong.visitkorea.or.kr/cms/resource/95/2976895_image2_1.jpg","126.7425272126","33.3399459590","열대과일농장 유진팡"
"제주특별자치도 제주시 조천읍 북촌서1길 70","39","128777","12","http://tong.visitkorea.or.kr/cms/resource/99/3077599_image2_1.jpg","126.6896605755","33.5396035971","돌하르방미술관"
"제주특별자치도 제주시 구좌읍 해맞이해안로 1973","39","2704435","12","http://tong.visitkorea.or.kr/cms/resource/92/3100092_image2_1.jpg","126.8988152454","33.5135348561","하도해변"
"제주특별자치도 제주시 한경면 한경해안로 485","39","2663250","12","http://tong.visitkorea.or.kr/cms/resource/24/3354424_image2_1.jpg","126.1721349880","33.3431254722","신창풍차해안도로"
"제주특별자치도","39","1957971","12","http://tong.visitkorea.or.kr/cms/resource/21/3556321_image2_1.jpg","126.4961418675","33.3911585950","제주도 관광특구"
"제주특별자치도 제주시 애월읍 애원로 283","39","2554570","12","http://tong.visitkorea.or.kr/cms/resource/12/3556312_image2_1.jpg","126.3374100177","33.4444696300","제주샘주 양조장"
"제주특별자치도 제주시 한경면 고산리","39","1898906","12","http://tong.visitkorea.or.kr/cms/resource/01/3556301_image2_1.jpg","126.1676196819","33.2994219009","엉알해안"
"제주특별자치도 제주시 조천읍 조천리","39","126463","12","http://tong.visitkorea.or.kr/cms/resource/47/3556247_image2_1.jpg","126.6359680033","33.5402304438","연북정"
"제주특별자치도 제주시 한경면 노을해안로 1013-70","39","228859","12","http://tong.visitkorea.or.kr/cms/resource/38/3556238_image2_1.jpg","126.1630063111","33.2941224154","수월봉과 차귀해안"
"제주특별자치도 제주시 서해안로 687-8 (용담이동)","39","2738705","12","http://tong.visitkorea.or.kr/cms/resource/29/3556229_image2_1.jpg","126.5121043316","33.5155784156","용담해안도로"
"제주특별자치도 제주시 우도면 우도해안길 70","39","2798882","12","http://tong.visitkorea.or.kr/cms/resource/24/3556224_image2_1.jpg","126.9515555965","33.4928352215","제주 우도 천진항 대합실"
"제주특별자치도 제주시 한경면 낙산로 4-28","39","879633","12","http://tong.visitkorea.or.kr/cms/resource/15/3556215_image2_1.jpg","126.2269445635","33.3227424721","물드리네"
"제주특별자치도 제주시 산록북로","39","1925366","12","http://tong.visitkorea.or.kr/cms/resource/06/3556206_image2_1.jpg","126.5207167107","33.4265967334","열안지오름(오라동)"
"제주특별자치도 제주시 오현길 61","39","129384","12","http://tong.visitkorea.or.kr/cms/resource/91/3556191_image2_1.jpg","126.5255810579","33.5102931048","제주성지"
"제주특별자치도 제주시 용두암길 15 (용담이동)","39","228853","12","http://tong.visitkorea.or.kr/cms/resource/68/3011868_image2_1.jpg","126.5125098697","33.5147812884","용두암"
"제주특별자치도 제주시 애월읍 구엄리","39","2779527","12","http://tong.visitkorea.or.kr/cms/resource/29/3555529_image2_1.jpg","126.3812109878","33.4789303956","구엄리 돌염전"
"제주특별자치도 제주시 애월읍 평화로 2346","39","2479639","12","http://tong.visitkorea.or.kr/cms/resource/79/3555479_image2_1.jpg","126.4089792859","33.4226259562","제주불빛정원"
"제주특별자치도 제주시 테우해안로 60","39","2740135","12","http://tong.visitkorea.or.kr/cms/resource/54/3555454_image2_1.jpg","126.4412414879","33.4962044339","알작지"
"제주특별자치도 제주시 구좌읍 김녕리","39","2778905","12","http://tong.visitkorea.or.kr/cms/resource/89/3555389_image2_1.jpg","126.7427251632","33.5504226979","해맞이해안로"
"제주특별자치도 제주시 애월읍 도치돌길 303","39","2751854","12","http://tong.visitkorea.or.kr/cms/resource/08/3555308_image2_1.jpg","126.3667721330","33.4097517134","도치돌 알파카목장"
"제주특별자치도 제주시 화북1동","39","2798892","12","http://tong.visitkorea.or.kr/cms/resource/93/3555293_image2_1.jpg","126.5645634332","33.5255364838","화북포구"
"제주특별자치도 제주시 우도면 연평리","39","591798","12","http://tong.visitkorea.or.kr/cms/resource/64/3555264_image2_1.jpg","126.9574573668","33.5142746145","하고수동해변"
"제주특별자치도 제주시 건입동","39","126459","12","http://tong.visitkorea.or.kr/cms/resource/24/3555224_image2_1.jpg","126.5455208585","33.5161427755","모충사"
"제주특별자치도 제주시 흥운길 73 (용담이동)","39","127745","12","http://tong.visitkorea.or.kr/cms/resource/11/3555211_image2_1.jpg","126.5139125156","33.5152118184","용연"
"제주특별자치도 제주시 선사로2길 13","39","129455","12","http://tong.visitkorea.or.kr/cms/resource/04/3555204_image2_1.jpg","126.5877975763","33.5232982139","제주 삼양동 유적"
"제주특별자치도 제주시 해안동","39","127202","12","http://tong.visitkorea.or.kr/cms/resource/72/3555172_image2_1.jpg","126.5067521811","33.3856593715","어승생"
"제주특별자치도 제주시 구좌읍 김녕항1길 50-13","39","2781326","12","http://tong.visitkorea.or.kr/cms/resource/58/3555158_image2_1.jpg","126.7400446641","33.5580773628","김녕항"
"제주특별자치도 제주시 동한두기길 7-6 (용담일동)","39","129403","12","http://tong.visitkorea.or.kr/cms/resource/42/3555142_image2_1.jpg","126.5154401529","33.5155645816","복신미륵"
"제주특별자치도 제주시 조천읍 신촌5길 27","39","1621045","12","http://tong.visitkorea.or.kr/cms/resource/44/3555044_image2_1.jpg","126.6206833050","33.5365417182","신촌향사"
"제주특별자치도 제주시 한경면 용수리","39","228864","12","http://tong.visitkorea.or.kr/cms/resource/30/3555030_image2_1.jpg","126.1671080750","33.3238275280","절부암"
"제주특별자치도 제주시 용담일동","39","2767900","12","http://tong.visitkorea.or.kr/cms/resource/60/3554960_image2_1.jpg","126.5150125811","33.5081292873","용담공원"
"제주특별자치도 제주시 임항로 111","39","2791511","12","http://tong.visitkorea.or.kr/cms/resource/13/3554913_image2_1.jpg","126.5342384162","33.5200699382","제주항"
"제주특별자치도 제주시 한림읍 새미소길 15","39","2765252","12","http://tong.visitkorea.or.kr/cms/resource/91/3554891_image2_1.jpg","126.3237716904","33.3483050542","새미은총의동산"
"제주특별자치도 제주시 한경면 판조로 253-6","39","2674014","12","http://tong.visitkorea.or.kr/cms/resource/26/3554826_image2_1.jpg","126.2182391712","33.3494560488","비체올린"
"제주특별자치도 제주시 삼양고수물길 1","39","127336","12","http://tong.visitkorea.or.kr/cms/resource/71/3554771_image2_1.jpg","126.9510300250","33.5195017100","우도"
"제주특별자치도 서귀포시 색달동","39","126449","12","http://tong.visitkorea.or.kr/cms/resource/13/3552513_image2_1.jpg","126.4112108397","33.2454289066","중문색달해수욕장"
"제주특별자치도 제주시 산록북로 660","39","126456","12","http://tong.visitkorea.or.kr/cms/resource/64/3384664_image2_1.jpg","126.5581440803","33.4237615317","관음사(제주)"
"제주특별자치도 서귀포시 영실로 246","39","126469","12","http://tong.visitkorea.or.kr/cms/resource/15/3552115_image2_1.jpg","126.4803110551","33.3402306397","한라산 영실"
"제주특별자치도 서귀포시 서흥동","39","126470","12","http://tong.visitkorea.or.kr/cms/resource/75/3552175_image2_1.jpg","126.5462159180","33.2402621646","외돌개(제주)"
"제주특별자치도 제주시 한림읍 한림로 329-10","39","127490","12","http://tong.visitkorea.or.kr/cms/resource/66/3096066_image2_1.jpg","126.2394418960","33.3937764770","협재해수욕장"
"제주특별자치도 서귀포시 남원읍 태위로 522-17","39","128795","12","http://tong.visitkorea.or.kr/cms/resource/25/3550525_image2_1.jpg","126.7037237502","33.2733776834","남원 큰엉해안"
"제주특별자치도 제주시 구좌읍 하도리 3354","39","128796","12","http://tong.visitkorea.or.kr/cms/resource/06/3100106_image2_1.jpg","126.8843912035","33.5262082208","별방진"
"제주특별자치도 서귀포시 남성중로 40","39","128838","12","http://tong.visitkorea.or.kr/cms/resource/39/3551839_image2_1.jpg","126.5584621032","33.2391930320","서귀포유람선"
"제주특별자치도 제주시 한림읍 금악리","39","129699","12","http://tong.visitkorea.or.kr/cms/resource/35/3352435_image2_1.jpg","126.3059091921","33.3555289743","금오름"
"제주특별자치도 서귀포시 안덕면 사계리 112-3","39","1620997","12","http://tong.visitkorea.or.kr/cms/resource/24/3551524_image2_1.jpg","126.3146500324","33.2337481229","하멜기념비"
"제주특별자치도 서귀포시 표선면 성읍정의현로34번길 5-3","39","1621155","12","http://tong.visitkorea.or.kr/cms/resource/37/3551937_image2_1.jpg","126.8018154715","33.3859918271","제주 성읍마을 고평오 고택"
"제주특별자치도 서귀포시 표선면 성읍서문로 4-7","39","1621161","12","http://tong.visitkorea.or.kr/cms/resource/93/3552193_image2_1.jpg","126.8001350317","33.3872944340","제주 성읍마을 고창환 고택"
"제주특별자치도 서귀포시 표선면 성읍리","39","1621165","12","http://tong.visitkorea.or.kr/cms/resource/50/3551950_image2_1.jpg","126.8021126853","33.3852280274","정의현성"
"제주특별자치도 서귀포시 안덕면 화순중앙로124번길 75","39","1891566","12","http://tong.visitkorea.or.kr/cms/resource/53/3552753_image2_1.jpg","126.3278570231","33.2426334601","와이리조트 제주"
"제주특별자치도 서귀포시 남원읍 태수로 552","39","2433925","12","http://tong.visitkorea.or.kr/cms/resource/64/3552664_image2_1.jpg","126.7169963890","33.3268525509","물영아리오름"
"제주특별자치도 서귀포시 표선면 번영로 2564-21","39","2516416","12","http://tong.visitkorea.or.kr/cms/resource/27/3551827_image2_1.jpg","126.7786837609","33.4026812788","낙타트레킹"
"제주특별자치도 서귀포시 안덕면 신화역사로304번길 98","39","2562214","12","http://tong.visitkorea.or.kr/cms/resource/41/3550541_image2_1.jpg","126.3076045827","33.3065177523","신화테마파크"
"제주특별자치도 서귀포시 대정읍 최남단해안로 120","39","2621914","12","http://tong.visitkorea.or.kr/cms/resource/79/3552479_image2_1.jpg","126.2583887734","33.2100942980","마라도 가파도 정기여객선"
"제주특별자치도 제주시 애월읍 예원로 51","39","2705296","12","http://tong.visitkorea.or.kr/cms/resource/45/3553545_image2_1.jpg","126.3965683162","33.4642655959","물뫼힐링팜"
"제주특별자치도 제주시 외도이동","39","2738683","12","http://tong.visitkorea.or.kr/cms/resource/36/3553736_image2_1.jpg","126.4267094451","33.4950293341","연대포구"
"제주특별자치도 제주시 구좌읍 월정리 652-4","39","2738701","12","http://tong.visitkorea.or.kr/cms/resource/02/3553602_image2_1.jpg","126.7949343757","33.5566117438","월정리해안도로"
"제주특별자치도 서귀포시 대포동","39","2738714","12","http://tong.visitkorea.or.kr/cms/resource/26/3550926_image2_1.jpg","126.4392113608","33.2377274199","대포포구"
"제주특별자치도 서귀포시 법환동","39","2738728","12","http://tong.visitkorea.or.kr/cms/resource/11/3550911_image2_1.jpg","126.5157102960","33.2372286829","법환포구"
"제주특별자치도 서귀포시 보목포로 46 (보목동)","39","2738742","12","http://tong.visitkorea.or.kr/cms/resource/92/3550692_image2_1.jpg","126.6067745830","33.2392465705","보목포구"
"제주특별자치도 서귀포시 대정읍 동일하모로98번길 14-32","39","2738761","12","http://tong.visitkorea.or.kr/cms/resource/01/3552201_image2_1.jpg","126.2401122413","33.2254895350","동일리포구"
"제주특별자치도 서귀포시 예래해안로 256 (하예동)","39","2740047","12","http://tong.visitkorea.or.kr/cms/resource/44/3550644_image2_1.jpg","126.3887657618","33.2365767524","논짓물"
"제주특별자치도 서귀포시 예래해안로 97","39","2740052","12","http://tong.visitkorea.or.kr/cms/resource/54/3550554_image2_1.jpg","126.3745753937","33.2335157559","예래포구"
"제주특별자치도 서귀포시 성산읍 오조로 33","39","2742256","12","http://tong.visitkorea.or.kr/cms/resource/05/3552705_image2_1.jpg","126.9149845836","33.4573829903","오조포구"
"제주특별자치도 제주시 한림읍 월령리 317-1","39","2742297","12","http://tong.visitkorea.or.kr/cms/resource/79/3553679_image2_1.jpg","126.2163109139","33.3785527991","월령포구"
"제주특별자치도 서귀포시 안덕면 사계리 3682","39","2742301","12","http://tong.visitkorea.or.kr/cms/resource/77/3552077_image2_1.jpg","126.3157581698","33.2382615310","형제해안도로"
"제주특별자치도 제주시 한경면 연명로 348","39","2742373","12","http://tong.visitkorea.or.kr/cms/resource/74/3524874_image2_1.jpg","126.2590505609","33.3022924580","청수곶자왈"
"제주특별자치도 제주시 조천읍 선교로 474-1","39","2751986","12","http://tong.visitkorea.or.kr/cms/resource/43/3553643_image2_1.jpg","126.7095828183","33.4630929367","포레스트 공룡사파리"
"제주특별자치도 제주시 해안마을5길 124-85 (해안동)","39","2763820","12","http://tong.visitkorea.or.kr/cms/resource/81/3549281_image2_1.jpeg","126.4633015454","33.4579895705","아날로그감귤밭"
"제주특별자치도 제주시 삼양삼동 2582-1","39","2765248","12","http://tong.visitkorea.or.kr/cms/resource/73/3553473_image2_1.jpg","126.5788233094","33.5253395110","삼양해안도로"
"제주특별자치도 서귀포시 남성중로 43","39","2767627","12","http://tong.visitkorea.or.kr/cms/resource/05/3551805_image2_1.jpg","126.5588092829","33.2397485318","새섬공원"
"제주특별자치도 제주시 우도면 우도해안길 352","39","2767885","12","http://tong.visitkorea.or.kr/cms/resource/56/3553456_image2_1.jpg","126.9435281264","33.5095971276","하우목동항"
"제주특별자치도 서귀포시 대정읍 영락리","39","2778890","12","http://tong.visitkorea.or.kr/cms/resource/64/3552564_image2_1.jpg","126.2027620245","33.2563744294","노을해안로"
"제주특별자치도 서귀포시 말질로 291","39","2779517","12","http://tong.visitkorea.or.kr/cms/resource/95/3552095_image2_1.jpg","126.4750196034","33.2271624839","강정포구"
"제주특별자치도 서귀포시 대정읍 하모리","39","2781327","12","http://tong.visitkorea.or.kr/cms/resource/09/3551609_image2_1.jpg","126.2583110141","33.2095276929","운진항"
"제주특별자치도 서귀포시 남원읍 위미리 799-2","39","2781386","12","http://tong.visitkorea.or.kr/cms/resource/46/3552546_image2_1.jpg","126.6741708395","33.2696137381","세천포구"
"제주특별자치도 서귀포시 보목동","39","2781394","12","http://tong.visitkorea.or.kr/cms/resource/76/3550576_image2_1.jpg","126.5965116372","33.2368272299","구두미포구"
"제주특별자치도 서귀포시 칠십리로485번길 2 (보목동)","39","2781401","12","http://tong.visitkorea.or.kr/cms/resource/92/3551992_image2_1.jpg","126.6027220992","33.2417795599","소천지"
"제주특별자치도 서귀포시 이어도로 36-30","39","2781422","12","http://tong.visitkorea.or.kr/cms/resource/55/3550955_image2_1.jpg","126.4260597168","33.2380216246","대포해안"
"제주특별자치도 서귀포시 안덕면 창천리 914-5","39","2789609","12","http://tong.visitkorea.or.kr/cms/resource/64/3551164_image2_1.jpg","126.3620208614","33.2365152273","대평포구"
"제주특별자치도 서귀포시 칠십리로72번길 14","39","2791505","12","http://tong.visitkorea.or.kr/cms/resource/46/3550946_image2_1.jpg","126.5648726592","33.2391598040","서귀포항"
"제주특별자치도 제주시 조천읍 조함해안로 525","39","2792568","12","http://tong.visitkorea.or.kr/cms/resource/92/3553692_image2_1.jpg","126.6690845131","33.5427390309","조천함덕해안도로"
"제주특별자치도 제주시 한경면 노을해안로 1161","39","2792595","12","http://tong.visitkorea.or.kr/cms/resource/16/3553716_image2_1.jpg","126.1651502316","33.3093902050","자구내포구"
"제주특별자치도 제주시 한림읍 협재리","39","2792603","12","http://tong.visitkorea.or.kr/cms/resource/75/3553775_image2_1.jpg","126.2431108927","33.3995286760","협재포구"
"제주특별자치도 제주시 서해안로 319 (도두이동)","39","2794667","12","http://tong.visitkorea.or.kr/cms/resource/47/3553747_image2_1.jpg","126.4795239664","33.5096313338","사수항"
"제주특별자치도 서귀포시 중문동 2314-2","39","2796715","12","http://tong.visitkorea.or.kr/cms/resource/07/3552607_image2_1.jpg","126.4220098576","33.2474788502","베릿네오름"
"제주특별자치도 서귀포시 성산읍 고성리","39","2798131","12","http://tong.visitkorea.or.kr/cms/resource/86/3550586_image2_1.jpg","126.9262142246","33.4548306763","성산포JC공원"
"제주특별자치도 서귀포시 성산읍 성산등용로 129-21","39","2800664","12","http://tong.visitkorea.or.kr/cms/resource/00/3550600_image2_1.jpg","126.9299218287","33.4725482235","제주 성산항"
"제주특별자치도 제주시 중앙로14길 21 (삼도이동)","39","2852695","12","http://tong.visitkorea.or.kr/cms/resource/94/3552794_image2_1.jpg","126.5221091172","33.5111846177","예술공간 이아"
"제주특별자치도 서귀포시 성산읍 섭지코지로25번길 34","39","3012012","12","http://tong.visitkorea.or.kr/cms/resource/69/3011969_image2_1.jpg","126.9195734269","33.4421097515","석예원 본초 족욕 성산점"
"제주특별자치도 서귀포시 성산읍 동류암로 8","39","3015172","12","http://tong.visitkorea.or.kr/cms/resource/61/3013261_image2_1.jpg","126.9192593887","33.4497589013","졸띠유채밭"
"제주특별자치도 제주시 구좌읍 문주란로","39","126445","12","http://tong.visitkorea.or.kr/cms/resource/60/3554060_image2_1.jpg","126.9083420420","33.5202314920","제주 토끼섬 문주란 자생지"
"제주특별자치도 제주시 우도면 우도봉길 105","39","129147","12","http://tong.visitkorea.or.kr/cms/resource/35/3554035_image2_1.jpg","126.9665931996","33.4920855483","우도 등대"
"제주특별자치도 제주시 도공로 2","39","2794659","12","http://tong.visitkorea.or.kr/cms/resource/41/3553941_image2_1.jpg","126.4650003076","33.5061675974","도두항"
"제주특별자치도 제주시 한경면 낙수로 97","39","128444","12","http://tong.visitkorea.or.kr/cms/resource/76/3553876_image2_1.jpg","126.2264222730","33.3278474553","낙천아홉굿마을"
"제주특별자치도 제주시 애월읍 구엄리","39","2738659","12","http://tong.visitkorea.or.kr/cms/resource/13/3553813_image2_1.jpg","126.3764112840","33.4843297214","구엄포구"
"제주특별자치도 제주시 한경면 용수1길 108","39","2765233","12","http://tong.visitkorea.or.kr/cms/resource/00/3553800_image2_1.jpg","126.1677385965","33.3228915301","용수성지"
"제주특별자치도 서귀포시 성산읍 혼인지로 39-14","39","126465","12","http://tong.visitkorea.or.kr/cms/resource/58/3543058_image2_1.jpg","126.8948511968","33.4147845919","혼인지"
"제주특별자치도 서귀포시 남원읍 한신로531번길 22-1","39","2023350","12","http://tong.visitkorea.or.kr/cms/resource/45/3543045_image2_1.jpg","126.7451829828","33.3203953813","제주 동백마을"
"제주특별자치도 서귀포시 남원읍 신례천로 267-110","39","2740067","12","http://tong.visitkorea.or.kr/cms/resource/99/3400599_image2_1.jpg","126.6304291801","33.3140386947","5.16 도로숲터널"
"제주특별자치도 제주시 추자면","39","127863","12","http://tong.visitkorea.or.kr/cms/resource/00/3539200_image2_1.jpg","126.3076233112","33.9518128033","추자도"
"제주특별자치도 제주시 명림로 430","39","1907801","12","http://tong.visitkorea.or.kr/cms/resource/11/3539011_image2_1.jpg","126.6177605342","33.4498540414","제주4·3평화공원"
"제주특별자치도 서귀포시 쇠소깍로 104 (하효동)","39","129617","12","http://tong.visitkorea.or.kr/cms/resource/99/3536099_image2_1.jpg","126.6224173342","33.2542757170","쇠소깍"
"제주특별자치도 서귀포시 엉또로 104 (강정동)","39","127052","12","http://tong.visitkorea.or.kr/cms/resource/58/3536058_image2_1.jpg","126.4984055673","33.2672723157","엉또폭포"
"제주특별자치도 서귀포시 표선면 가시리","39","572968","12","http://tong.visitkorea.or.kr/cms/resource/05/3535905_image2_1.jpg","126.7503310450","33.3859437827","따라비 오름"
"제주특별자치도 제주시 516로 2596","39","802844","12","http://tong.visitkorea.or.kr/cms/resource/23/3027023_image2_1.jpg","126.5982320810","33.4319418220","한라생태숲"
"제주특별자치도 서귀포시 안덕면 사계리","39","127861","12","http://tong.visitkorea.or.kr/cms/resource/61/3536261_image2_1.jpg","126.3140110065","33.2424277101","제주 서귀포 산방산"
"제주특별자치도 제주시 구좌읍 김녕리","39","3097814","12","http://tong.visitkorea.or.kr/cms/resource/71/3535971_image2_1.jpg","126.7563127037","33.5577304412","세기알해변"
"제주특별자치도 서귀포시 안덕면 광평리","39","2713585","12","","126.3750562608","33.3421787614","왕이메오름"
"제주특별자치도 서귀포시 이어도로 36-24 (중문동)","39","127053","12","http://tong.visitkorea.or.kr/cms/resource/61/3535261_image2_1.jpg","126.4264985478","33.2389326421","대포주상절리"
"제주특별자치도 서귀포시 안덕면 동광로 126","39","2390111","12","http://tong.visitkorea.or.kr/cms/resource/15/3024315_image2_1.jpg","126.3399267501","33.3076403586","동광리농촌체험마을"
"제주특별자치도 서귀포시 산록남로 2847-37","39","2738734","12","http://tong.visitkorea.or.kr/cms/resource/13/3533613_image2_1.jpg","126.5860192949","33.3072442933","상효원수목원"
"제주특별자치도 서귀포시 대정읍 하모이삼로21번길 1","39","1885754","12","http://tong.visitkorea.or.kr/cms/resource/13/3477513_image2_1.jpg","126.2500169782","33.2236315617","가시오름"
"제주특별자치도 제주시 애월읍 봉성리","39","1918421","12","http://tong.visitkorea.or.kr/cms/resource/39/3478039_image2_1.jpg","126.3822415228","33.3522277635","폭낭오름"
"제주특별자치도 서귀포시 산록남로 1966-34 (영남동)","39","2766752","12","http://tong.visitkorea.or.kr/cms/resource/77/2767077_image2_1.jpg","126.4976384869","33.2887088265","제주아이브리조트"
"제주특별자치도 제주시 애월읍 유수암리","39","2765234","12","http://tong.visitkorea.or.kr/cms/resource/15/3531515_image2_1.jpg","126.4075105427","33.3971037558","궷물오름"
"제주특별자치도 제주시 추자면 영흥리","39","129146","12","http://tong.visitkorea.or.kr/cms/resource/97/3528997_image2_1.jpg","126.2964103208","33.9554316656","추자도 등대"
"제주특별자치도 서귀포시 하원동","39","1926354","12","http://tong.visitkorea.or.kr/cms/resource/72/3528372_image2_1.jpg","126.5027115669","33.3545294146","오백나한"
"제주특별자치도 제주시 구좌읍 세화리 2593","39","2740133","12","http://tong.visitkorea.or.kr/cms/resource/32/3528332_image2_1.jpg","126.8302942866","33.4754212946","아끈다랑쉬 오름"
"제주특별자치도 서귀포시 표선면 성읍리","39","2704351","12","http://tong.visitkorea.or.kr/cms/resource/68/3528268_image2_1.jpg","12.79737228191","33.4042093891","영주산"
"제주특별자치도 제주시 아라일동","39","1941153","12","http://tong.visitkorea.or.kr/cms/resource/72/3527472_image2_1.jpg","126.5620989268","33.4398681468","삼의악오름"
"제주특별자치도 제주시 구좌읍 한동리","39","1933208","12","http://tong.visitkorea.or.kr/cms/resource/39/3527439_image2_1.jpg","126.7973021108","33.5012456847","둔지봉"
"제주특별자치도 서귀포시 서홍동","39","127049","12","http://tong.visitkorea.or.kr/cms/resource/76/3527376_image2_1.jpg","126.5468824444","33.2439117723","삼매봉"
"제주특별자치도 제주시 애월읍 수산리 산1-1","39","2714826","12","http://tong.visitkorea.or.kr/cms/resource/26/3527226_image2_1.jpg","126.3828359615","33.4738476510","수산봉"
"제주특별자치도 서귀포시 보목동","39","1918417","12","http://tong.visitkorea.or.kr/cms/resource/21/3527121_image2_1.jpg","126.6095687240","33.2419935340","제지기오름"
"제주특별자치도 제주시 화북일동","39","1069292","12","http://tong.visitkorea.or.kr/cms/resource/05/3527105_image2_1.jpg","126.5531117946","33.5192286663","별도봉"
"제주특별자치도 제주시 우도면 연평리","39","598696","12","http://tong.visitkorea.or.kr/cms/resource/92/3527092_image2_1.jpg","126.9651405598","33.4915605829","소머리오름(우도봉)"
"제주특별자치도 제주시 용담이동","39","2738692","12","http://tong.visitkorea.or.kr/cms/resource/81/3527081_image2_1.jpg","126.5143124879","33.5149285237","용연구름다리"
"제주특별자치도 제주시 구좌읍 중산간동로 2532","39","2704232","12","http://tong.visitkorea.or.kr/cms/resource/23/3527023_image2_1.jpg","126.8086881941","33.4594588218","성불오름"
"제주특별자치도 제주시 애월읍 광령리","39","1973369","12","http://tong.visitkorea.or.kr/cms/resource/14/3527014_image2_1.jpg","126.5199599283","33.3608206597","윗세오름"
"제주특별자치도 제주시 구좌읍 송당리","39","1965800","12","http://tong.visitkorea.or.kr/cms/resource/04/3527004_image2_1.jpg","126.7928118419","33.4573282459","높은오름"
"제주특별자치도 제주시 애월읍 광령리","39","1895611","12","http://tong.visitkorea.or.kr/cms/resource/93/3526993_image2_1.jpg","126.4499096413","33.3969294468","천아오름"
"제주특별자치도 서귀포시 안덕면 사계리","39","128793","12","http://tong.visitkorea.or.kr/cms/resource/89/3526989_image2_1.jpg","126.3092288523","33.2080147675","형제섬"
"제주특별자치도 제주시 구좌읍 송당리","39","1890872","12","http://tong.visitkorea.or.kr/cms/resource/22/3526922_image2_1.jpg","126.7671135570","33.4797309110","뒤굽은이오름"
"제주특별자치도 서귀포시 표선면 성읍이리로57번길 162","39","1887873","12","http://tong.visitkorea.or.kr/cms/resource/94/3526894_image2_1.jpg","126.7682286281","33.4238621040","개오름"
"제주특별자치도 서귀포시 표선면 성읍리","39","1887381","12","http://tong.visitkorea.or.kr/cms/resource/31/3477231_image2_1.jpg","126.8116979172","33.3873529469","갈마못(갈뫼못)"
"제주특별자치도 제주시 애월읍 어음리 산1","39","2765227","12","http://tong.visitkorea.or.kr/cms/resource/66/3523666_image2_1.jpg","126.3752995443","33.3930648051","바리메오름"
"제주특별자치도 제주시 구좌읍 송당리 산 66-2","39","2724387","12","http://tong.visitkorea.or.kr/cms/resource/57/3523657_image2_1.jpg","126.7560844718","33.4573054352","안돌오름"
"제주특별자치도 서귀포시 색달동","39","2662743","12","http://tong.visitkorea.or.kr/cms/resource/48/3523648_image2_1.jpg","126.4139105501","33.2479286727","엉덩물계곡"
"제주특별자치도 제주시 도두항길 4-17 (도두일동)","39","2738665","12","http://tong.visitkorea.or.kr/cms/resource/14/3523614_image2_1.jpg","126.4672362102","33.5067925638","도두봉"
"제주특별자치도 제주시 구좌읍 종달리","39","1918413","12","http://tong.visitkorea.or.kr/cms/resource/85/3523585_image2_1.jpg","126.9020069661","33.4992031582","지미봉"
"제주특별자치도 서귀포시 표선면 가시리","39","1887866","12","http://tong.visitkorea.or.kr/cms/resource/45/3523545_image2_1.jpg","126.7818122232","33.3608276172","갑선이오름"
"제주특별자치도 서귀포시 남원읍 신례리 산 2-1","39","1215292","12","http://tong.visitkorea.or.kr/cms/resource/60/3523460_image2_1.jpg","126.6050441353","33.3642521899","사라오름"
"제주특별자치도 제주시 삼도일동","39","2778044","12","http://tong.visitkorea.or.kr/cms/resource/66/3523366_image2_1.jpg","126.5171791396","33.5045936021","전농로 벚꽃거리"
"제주특별자치도 서귀포시 일주동로 8823","39","2615028","12","http://tong.visitkorea.or.kr/cms/resource/81/3025081_image2_1.jpg","126.5462294883","33.2543967165","서귀포 하논분화구"
"제주특별자치도 서귀포시 안덕면 한창로 775","39","1928430","12","http://tong.visitkorea.or.kr/cms/resource/70/3477170_image2_1.jpg","126.3320881680","33.3243994944","도너리오름"
